1	longitude	latitude	housename	housenumber	street	city	postcode	name	name_cy	is_in	place	alt_name	open_hours	phone	shop	url
857	-4.6595051	52.0820771	Castle View		"Brick Row, Strand"	Cardigan / Aberteifi	SA43 1EY	Phil Evans & Sons (B&C) Ltd						+44 1239 614956		
858	-4.6584162	52.082448		22	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
859	-4.6585106	52.0824605		21	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
860	-4.6586018	52.0825076	Cemaes	20	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
861	-4.6587369	52.0825006		19	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
862	-4.6588221	52.0825019		18	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
863	-4.6589328	52.0825173		17	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
864	-4.6582515	52.0824688		23	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
865	-4.6581733	52.0825042	Gowerton	24	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
866	-4.6580991	52.0825348	Brodawel	24A	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
867	-4.6580222	52.0825649		25	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
868	-4.6578862	52.0824312	Tŷ Broch	26	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
869	-4.6579772	52.0824116		27	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
870	-4.6580335	52.0823496		28	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
871	-4.6581255	52.0823144	Teifi View	29	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
872	-4.6582339	52.0823123		30	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
873	-4.6583256	52.0822887	Brongest	31	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
874	-4.6586407	52.0822959	Duncavin	"1, Riverside Mews"	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
875	-4.6586206	52.0821719		"2, Riverside Mews"	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
876	-4.6584432	52.0821729		"3, Riverside Mews"	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
877	-4.6584298	52.0822913		"4, Riverside Mews"	St. Mary Street	Cardigan / Aberteifi										
878	-4.6587341	52.0823155		32	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
879	-4.659414	52.0855445		"3, Heathfield"	Pendre	Cardigan / Aberteifi	SA43 1JT	Delwyn Griffiths Insurance Brokers	Broceriaid Yswiriant Delwyn Griffiths					+44 1239 615040		
880	-4.6594848	52.0854886		"2, Heathfield"	Pendre	Cardigan / Aberteifi	SA43 1JT	Christine's Hair Salon						+44 1239 612480	hairdresser	
881	-4.659549	52.0854317		"1, Heathfield"	Pendre	Cardigan / Aberteifi	SA43 1JT	The Computer Bay						+44 1239 621374	computer	
882	-4.659641	52.0854113		23	Pendre	Cardigan / Aberteifi	SA43 1JT									
883	-4.6596423	52.0853348	Cwrt Y Grug	22	Pendre	Cardigan / Aberteifi	SA43 1JT	Yr Hen Emporiwm						+44 1239 614888	gift	
884	-4.6597487	52.0853179		21	Pendre	Cardigan / Aberteifi	SA43 1JT	Leafed Through	Troi Dalen						books	
885	-4.6597843	52.0852561	Siambre Pendre	20	Pendre	Cardigan / Aberteifi	SA43 1JT	Lewis Lewis & Co Solicitors								
886	-4.6599185	52.0851982		18-19	Pendre	Cardigan / Aberteifi	SA43 1JT	Pritchard–Cowburn						+44 1239 1239 612004	optician	
887	-4.6699499	52.0811114						St. Dogmaels Road	Heol y Llandudoch							
888	-4.6593684	52.08517		34	Pendre	Cardigan / Aberteifi	SA43 1JS	Florist on the Farm						+44 1239 613631	florist	
889	-4.6593252	52.0852186		33	Pendre	Cardigan / Aberteifi	SA43 1JS	Cardigan Pet Centre						+44 1239 613693	pet	https://www.facebook.com/CardiganPetCentre/
890	-4.6592553	52.0852968		31-32	Pendre	Cardigan / Aberteifi	SA43 1JS	Salon K27						+44 1239 621945	hairdresser	https://www.facebook.com/SalonK27/
891	-4.6598686	52.0823067	Castle House	42	St. Mary Street	Cardigan / Aberteifi	SA43 1HA	Fred Rees & Son						+44 1239 612464		
892	-4.6600265	52.0816041						Stables	Stablau							
893	-4.6599635	52.0823422	Tŷ Mari	43	St. Mary Street	Cardigan / Aberteifi	SA43 1HA	Tŷ Mari								
894	-4.6610751	52.0814506						1176						+44 1239 562002		
895	-4.6610923	52.0815622	Tŷ Castell	3	Green Street	Cardigan / Aberteifi	SA43 1JA	Tŷ Castell								
896	-4.6609705	52.0816022						Green Street								
897	-4.6611131	52.0817146		1	Green Street	Cardigan / Aberteifi	SA43 1JA	Castle Reception & Shop							ticket	
898	-4.6609458	52.0816742		2	Green Street	Cardigan / Aberteifi	SA43 1JA									
899	-4.6607972	52.0818415						The Pavilion	Y Pafiliwn							
900	-4.6602607	52.082021				Cardigan / Aberteifi		Gardener's Cottage	Tŷ Ardd							https://westwalesholidaycottages.co.uk/gardeners-cottage-cardigan-castle
901	-4.6610251	52.0818137			Green Street	Cardigan / Aberteifi	SA43 1JA	Brewhouse								
902	-4.6611016	52.0818918						Gardd Brioude			square					
903	-4.6602866	52.0818884	East Wing		Green Street	Cardigan / Aberteifi	SA43 1JA	East Wing	Adain Ddwyreiniol							https://westwalesholidaycottages.co.uk/east-wing-cardigan-castle
904	-4.6604957	52.0818068	Castle Green House		Green Street	Cardigan / Aberteifi	SA43 1JA	Castle Green House	Tŷ Castle Green					+44 1239 615131		http://www.cardigancastle.com/visit/castle-exhibitions/
905	-4.6605134	52.0819069						Great Tower				North Tower				
906	-4.6603935	52.082089						Kitchen Garden								
907	-4.6606504	52.0821051						Orchard								
908	-4.6603364	52.0822131						Glass House								
909	-4.658835	52.08231		34	St. Mary Street	Cardigan / Aberteifi	SA43 1DH	Bell Designs						+44 1239 621616		
910	-4.6588236	52.0823461		33	St. Mary Street	Cardigan / Aberteifi	SA43 1DH									
911	-4.6600803	52.0823336	The Old Stables		St. Mary Street	Cardigan / Aberteifi	SA43 1HA	The Blue Boat							antiques	
912	-4.6600815	52.0822357			Green Street	Cardigan / Aberteifi	SA43 1HA	Coach House								https://westwalesholidaycottages.co.uk/the-coach-house-cardigan-castle
913	-4.6509905	52.0870983		34	Maes-Henffordd	Cardigan/Aberteifi	SA43 1NR									
914	-4.653565	52.0861318		13	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
915	-4.6535544	52.0860553		14	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
916	-4.6535328	52.0859271		15	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
917	-4.6535178	52.0858535		16	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
918	-4.6536476	52.0857129		17	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
919	-4.6537525	52.0856769		18	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
920	-4.654013	52.0856848		19	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
921	-4.6541106	52.0857359		20	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
922	-4.6542813	52.0858175		21	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
923	-4.6543818	52.0858692		22	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
924	-4.6546019	52.0858308		23	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
925	-4.6547089	52.085796		24	Maes-yr-Haf	Cardigan / Aberteifi	SA43 1EQ									
926	-4.7123287	52.1093226						Old Lifeboat House								
927	-4.6531327	52.0863386		1	Bro Teifi	Cardigan / Aberteifi	SA43 1DS									
928	-4.6530313	52.0863752		2	Bro Teifi	Cardigan / Aberteifi	SA43 1DS									
929	-4.6529365	52.0864012		3	Bro Teifi	Cardigan / Aberteifi	SA43 1DS									
930	-4.6533563	52.0862934	Teifi Bach	Flats 1-4	Rhos-y-Dre	Cardigan / Aberteifi	SA43 1NT									
931	-4.651364	52.0875427		35	Maes-Henffordd	Cardigan / Aberteifi	SA43 1NR									
932	-4.651364	52.0875427		36	Maes-Henffordd	Cardigan / Aberteifi	SA43 1NR									
933	-4.6512595	52.0875801		37	Maes-Henffordd	Cardigan / Aberteifi	SA43 1NR									
934	-4.6512595	52.0875801		38	Maes-Henffordd	Cardigan / Aberteifi	SA43 1NR									
935	-4.6589743	52.0848588		30	Feidrfair	Cardigan / Aberteifi	SA43 1EB									
936	-4.6590049	52.0849092		31	Feidrfair	Cardigan / Aberteifi	SA43 1EB									
937	-4.6590489	52.0849487		32	Feidrfair	Cardigan / Aberteifi	SA43 1EB									
938	-4.659109	52.0849916	Brynhyfryd	33	Feidrfair	Cardigan / Aberteifi	SA43 1EB									
939	-4.6591378	52.0850294	Hazelhurst	34	Feidrfair	Cardigan / Aberteifi	SA43 1EB									
940	-4.6591255	52.0851224		35-37	Feidrfair	Cardigan / Aberteifi	SA43 1EB								vacant	
941	-4.6591475	52.0852168	Lane Cottage	38	Feidrfair	Cardigan / Aberteifi	SA43 1EB									
942	-4.6591729	52.0852738	Rosslyn House		Feidrfair	Cardigan / Aberteifi	SA43 1EB									
943	-4.6552884	52.0897339	Hyfrydle		Park Avenue	Cardigan / Aberteifi	SA43 1AG	Tŷ Parc						+44 1239 615452		
944	-4.6551549	52.0881081		"2, Park Placee"	Gwbert Road	Cardigan / Aberteifi	SA43 1AE	Brynhyfryd Guest House						+44 1239 612861		
945	-4.6550828	52.0880643	Craiglee	"1, Park Place"	Gwbert Road	Cardigan / Aberteifi	SA43 1AE									
946	-4.6611649	52.0822512		35	High Street	Cardigan / Aberteifi	SA43 1HE	J's Nails						+44 1239 614041	beauty	https://www.facebook.com/Js-Nails-Salon-787703364695784/
947	-4.6611563	52.0822079		36	High Street	Cardigan / Aberteifi	SA43 1HE	RJ Financial Planning								
948	-4.6611429	52.0821315		37	High Street	Cardigan / Aberteifi	SA43 1HE									
949	-4.6611341	52.082053		38	High Street	Cardigan / Aberteifi	SA43 1HE	Dewi James a'i Gwmni						+44 1239  612063	butcher	
950	-4.6611361	52.0820002	Bayville House	39	High Street	Cardigan / Aberteifi	SA43 1HE	Labels For Less						+44 1239 615704	houseware	https://en-gb.facebook.com/secondgear14/
951	-4.6606075	52.0815784						Cardigan Castle	Castell Aberteifi							
952	-4.6525239	52.0879648	Brynaber		Aberystwyth Road	Cardigan / Aberteifi	SA43 1LU									
953	-4.6526174	52.088291	Silvermere	1	Greenland Meadows	Cardigan / Aberteifi	SA43 1BH									
954	-4.6526714	52.0883545		2	Greenland Meadows	Cardigan / Aberteifi	SA43 1BH									
955	-4.6526576	52.0884198	Llys-Awelon	3	Greenland Meadows	Cardigan / Aberteifi	SA43 1BH									
956	-4.6527483	52.088487	Llys-Arthen	4	Greenland Meadows	Cardigan / Aberteifi	SA43 1BH									
957	-4.6527873	52.0885397	Ashgrove	5	Greenland Meadows	Cardigan / Aberteifi	SA43 1BH									
958	-4.6528233	52.0885973	Min-Yr-Awel	6	Greenland Meadows	Cardigan / Aberteifi	SA43 1BH									
959	-4.6529522	52.0887698	Llety	7	Greenland Meadows	Cardigan / Aberteifi	SA43 1AJ									
960	-4.6529728	52.088833	Noddfa	8	Greenland Meadows	Cardigan / Aberteifi	SA43 1AJ									
961	-4.65302	52.0889334	Pensarn	9	Greenland Meadows	Cardigan / Aberteifi	SA43 1AJ									
962	-4.6530677	52.0890295	Llanerch	10	Greenland Meadows	Cardigan / Aberteifi	SA43 1AJ									
963	-4.6531142	52.0891136	Fronwen	11	Greenland Meadows	Cardigan / Aberteifi	SA43 1AJ									
964	-4.6532042	52.0892047	Pengwern	12	Greenland Meadows	Cardigan / Aberteifi	SA43 1AJ									
965	-4.6532054	52.0892674	Henfaes	13	Greenland Meadows	Cardigan / Aberteifi	SA43 1AJ									
966	-4.6532653	52.089377	Pendaran	14	Greenland Meadows	Cardigan / Aberteifi	SA43 1AJ									
967	-4.6533021	52.089441	Maesawelon	15	Greenland Meadows	Cardigan / Aberteifi	SA43 1AJ									
968	-4.6534054	52.0895462		16	Greenland Meadows	Cardigan / Aberteifi	SA43 1AJ									
969	-4.6534359	52.08962		17	Greenland Meadows	Cardigan / Aberteifi	SA43 1AJ									
970	-4.6535202	52.089723	Hafody Maes	18	Greenland Meadows	Cardigan / Aberteifi	SA43 1AJ									
971	-4.6535572	52.0897813		19	Greenland Meadows	Cardigan / Aberteifi	SA43 1AJ									
972	-4.6536167	52.0898689		20	Greenland Meadows	Cardigan / Aberteifi	SA43 1AJ									
973	-4.6536496	52.0899236	West Ways	21	Greenland Meadows	Cardigan / Aberteifi	SA43 1AJ									
974	-4.6540043	52.0885373						King George V Playing Fields								
975	-4.6520536	52.090346						Maesglas								
976	-4.6548633	52.0898317	Y Bwthyn	1	Park Avenue	Cardigan / Aberteifi	SA43 1AG									
977	-4.6546902	52.0898626	Iscoed	2	Park Avenue	Cardigan / Aberteifi	SA43 1AG									
978	-4.6545843	52.0898847	Ardenwen	3	Park Avenue	Cardigan / Aberteifi	SA43 1AG									
979	-4.6544448	52.0899409	Trefilan	4	Park Avenue	Cardigan / Aberteifi	SA43 1AG									
980	-4.6543496	52.0899607	Hamil	5	Park Avenue	Cardigan / Aberteifi	SA43 1AG									
981	-4.6541326	52.0900094		6	Park Avenue	Cardigan / Aberteifi	SA43 1AG									
982	-4.6555768	52.0890894	Llwyncelyn		Park Place	Cardigan / Aberteifi	SA43 1AE									
983	-4.6554628	52.0889577	Garth		Park Place	Cardigan / Aberteifi	SA43 1AE									
984	-4.6554422	52.0889119	Maes-Yr Awel		Park Place	Cardigan / Aberteifi	SA43 1AE									
985	-4.6554983	52.0888079	Haulfryn		Park Place	Cardigan / Aberteifi	SA43 1AE									
986	-4.6554694	52.0887316	Craig-Y-Nos		Park Place	Cardigan / Aberteifi	SA43 1AE									
987	-4.6553825	52.0886659	Craigelva		Park Place	Cardigan / Aberteifi	SA43 1AE									
988	-4.6553894	52.0884875			Park Place	Cardigan / Aberteifi	SA43 1AE									
989	-4.6552871	52.0883219	Gwydyr		Park Place	Cardigan / Aberteifi	SA43 1AE									
990	-4.6551445	52.0882442	Awel-for		Park Place	Cardigan / Aberteifi	SA43 1AE									
991	-4.6551229	52.0881939	Gratenfair		Park Place	Cardigan / Aberteifi	SA43 1AE									
992	-4.6586134	52.0848676	Glenmore		Feidrfair	Cardigan / Aberteifi	SA43 1EB									
993	-4.6586583	52.0849102	Rydal		Feidrfair	Cardigan / Aberteifi	SA43 1EB									
994	-4.6586957	52.0849613	Clydfan		Feidrfair	Cardigan / Aberteifi	SA43 1EB									
995	-4.6587183	52.085014	Iscoed		Feidrfair	Cardigan / Aberteifi	SA43 1EB									
996	-4.6587782	52.0850586	Glyn Mieri		Feidrfair	Cardigan / Aberteifi	SA43 1EB									
997	-4.658805	52.0851072	Devonia		Feidrfair	Cardigan / Aberteifi	SA43 1EB									
998	-4.6588448	52.0851468	Glynawen		Feidrfair	Cardigan / Aberteifi	SA43 1EB									
999	-4.658873	52.0851874	Glasfryn		Feidrfair	Cardigan / Aberteifi	SA43 1EB									
1000	-4.6589096	52.0852361	Brynhedydd		Feidrfair	Cardigan / Aberteifi	SA43 1EB									
1001	-4.6589413	52.0852973	Enslin		Feidrfair	Cardigan / Aberteifi	SA43 1EB									
1002	-4.6586081	52.0848043	Nythva		Feidrfair	Cardigan / Aberteifi	SA43 1EB									
1003	-4.6585679	52.0847579	Bryn-Teg		Feidrfair	Cardigan / Aberteifi	SA43 1EB									
1004	-4.6585237	52.0847101	Pentre		Feidrfair	Cardigan / Aberteifi	SA43 1EB									
1005	-4.6584749	52.0846636	Palmyra		Feidrfair	Cardigan / Aberteifi	SA43 1EB									
1006	-4.6584449	52.0846269	Brynderi		Feidrfair	Cardigan / Aberteifi	SA43 1EB									
1007	-4.6584295	52.0845797	Llan Aeron	"1, Napier Terrace"	Feidrfair	Cardigan / Aberteifi	SA43 1EA									
1008	-4.6584096	52.0845508	Nisqually	"2, Napier Terrace"	Feidrfair	Cardigan / Aberteifi	SA43 1EA									
1009	-4.6583672	52.0845099	Trenova	"3, Napier Terrace"	Feidrfair	Cardigan / Aberteifi	SA43 1EA									
1010	-4.6583361	52.0844285	Y Gerddi	"4, Napier Terrace"	Feidrfair	Cardigan / Aberteifi	SA43 1EA									
1011	-4.6581026	52.0837447		3	Feidrfair	Cardigan / Aberteifi	SA43 1DU									
1012	-4.658055	52.0836971	Rose Cottage	4	Feidrfair	Cardigan / Aberteifi	SA43 1DU									
1013	-4.6580224	52.0836435		5	Feidrfair	Cardigan / Aberteifi	SA43 1DU									
1014	-4.6580068	52.0835919		6	Feidrfair	Cardigan / Aberteifi	SA43 1DU									
1015	-4.6579461	52.0835557		7	Feidrfair	Cardigan / Aberteifi	SA43 1DU	{my}dentist.co.uk						+44 1239 613694		https://www.mydentist.co.uk/dentists/practices/wales/west-wales/cardigan/7-feidr-fair
1016	-4.6578183	52.0834646			Feidrfair	Cardigan / Aberteifi	SA43 1DU	Capel Mair								
1017	-4.6577723	52.0833506	Tŷ Capel		Feidrfair	Cardigan / Aberteifi	SA43 1DU	Sunday School								
1018	-4.6583344	52.0836945		"1, St Mary's Cottages"	Feidrfair	Cardigan / Aberteifi	SA43 1DX									
1019	-4.6583712	52.0837533		"2, St Mary's Cottages"	Feidrfair	Cardigan / Aberteifi	SA43 1DX									
1020	-4.6583933	52.0838073		"3, Gothic Terrace"	Feidrfair	Cardigan / Aberteifi	SA43 1DY									
1021	-4.6584128	52.0838747		"4, Gothic Terrace"	Feidrfair	Cardigan / Aberteifi	SA43 1DY									
1022	-4.6584418	52.0840822		15	Feidrfair	Cardigan / Aberteifi	SA43 1DU									
1023	-4.6584772	52.0841284		16	Feidrfair	Cardigan / Aberteifi	SA43 1DU									
1024	-4.6585588	52.0843416		17	Feidrfair	Cardigan / Aberteifi	SA43 1EB									
1025	-4.6585857	52.0843812		18	Feidrfair	Cardigan / Aberteifi	SA43 1EB									
1026	-4.6586146	52.0844318		19	Feidrfair	Cardigan / Aberteifi	SA43 1EB									
1027	-4.6586738	52.0844643		20	Feidrfair	Cardigan / Aberteifi	SA43 1EB									
1028	-4.6586973	52.0844947		21	Feidrfair	Cardigan / Aberteifi	SA43 1EB									
1029	-4.658716	52.0845257		22	Feidrfair	Cardigan / Aberteifi	SA43 1EB									
1030	-4.658743	52.0845579		23	Feidrfair	Cardigan / Aberteifi	SA43 1EB									
1031	-4.658781	52.0845975		24	Feidrfair	Cardigan / Aberteifi	SA43 1EB									
1032	-4.6584884	52.0841793		19	William Street	Cardigan / Aberteifi	SA43 1EL									
1033	-4.658587	52.0841275		20	William Street	Cardigan / Aberteifi	SA43 1EL									
1034	-4.6586574	52.0841225		21	William Street	Cardigan / Aberteifi	SA43 1EL									
1035	-4.6587373	52.084134		22	William Street	Cardigan / Aberteifi	SA43 1EL									
1036	-4.6588137	52.0841225		23	William Street	Cardigan / Aberteifi	SA43 1EL									
1037	-4.6589005	52.084113		24	William Street	Cardigan / Aberteifi	SA43 1EL									
1038	-4.6540988	52.0881997						Grandstand								
1039	-4.6593779	52.0840721		25	William Street	Cardigan / Aberteifi	SA43 1EL									
1040	-4.6594764	52.0840762		26	William Street	Cardigan / Aberteifi	SA43 1EL	Vanity Hair Fashions						+44 1239 612062	hairdresser	
1041	-4.6595662	52.0840969		27	William Street	Cardigan / Aberteifi	SA43 1EL									
1042	-4.6596642	52.0841072	Brynteg	28	William Street	Cardigan / Aberteifi	SA43 1EL									
1043	-4.6600705	52.084162			William Street	Cardigan / Aberteifi	SA43 1EL								vacant	
1044	-4.6585699	52.0843003		18	William Street	Cardigan / Aberteifi	SA43 1EL									
1045	-4.6586851	52.0842913		17	William Street	Cardigan / Aberteifi	SA43 1EL									
1046	-4.658783	52.084282		16	William Street	Cardigan / Aberteifi	SA43 1EL									
1047	-4.658866	52.0842735		15	William Street	Cardigan / Aberteifi	SA43 1EL									
1048	-4.658947	52.0842636		14	William Street	Cardigan / Aberteifi	SA43 1EL									
1049	-4.6590339	52.0842538		13	William Street	Cardigan / Aberteifi	SA43 1EL									
1050	-4.6593365	52.0842246		10	William Street	Cardigan / Aberteifi	SA43 1EL									
1051	-4.6592418	52.0842685		11	William Street	Cardigan / Aberteifi	SA43 1EL									
1052	-4.6591386	52.0842422		12	William Street	Cardigan / Aberteifi	SA43 1EL									
1053	-4.6594368	52.0842233		9	William Street	Cardigan / Aberteifi	SA43 1EL									
1054	-4.6595317	52.0842303		8	William Street	Cardigan / Aberteifi	SA43 1EL									
1055	-4.659643	52.084243		7	William Street	Cardigan / Aberteifi	SA43 1EL									
1056	-4.6597678	52.0842553		6	William Street	Cardigan / Aberteifi	SA43 1EL	Cardigan Locksmith						+44 1239 612077	locksmith	
1057	-4.6598781	52.0842631		5	William Street	Cardigan / Aberteifi	SA43 1EL									
1058	-4.6599756	52.0842693		4	William Street	Cardigan / Aberteifi	SA43 1EL									
1059	-4.6600669	52.0842866		3	William Street	Cardigan / Aberteifi	SA43 1EL	Serenity Health & Beauty Salon						+44 1239 758214	beauty	https://www.facebook.com/serenityhealthandbeautysalon
1060	-4.6601665	52.084283			William Street	Cardigan / Aberteifi	SA43 1EL									
1061	-4.6598821	52.0840832	Cwrt William		William Street	Cardigan / Aberteifi	SA43 1ES									
1062	-4.6532785	52.0869722			North Road	Cardigan / Aberteifi	SA43 1LT	Bishop Petit Memorial Hall								
1063	-4.6604293	52.0802819	Castle Inn	1	Castle Street	Cardigan / Aberteifi	SA43 3AB									
1064	-4.6604307	52.082322	The Old Custom House	44	St. Mary Street	Cardigan / Aberteifi	SA43 1HA	Custom House						+44 1239 615541	art	
1065	-4.6605156	52.082287	The Old Custom House	45	St. Mary Street	Cardigan / Aberteifi	SA43 1HA	Bara Menyn						+44 1230 615310		
1066	-4.660336	52.0822584						Bara Menyn Patio								
1067	-4.6581199	52.0833336		30	Priory Street	Cardigan / Aberteifi	SA43 1BU									
1068	-4.6582281	52.0833655	Cadwgan		Priory Street	Cardigan / Aberteifi	SA43 1BU									
1069	-4.6582986	52.0833818	Bodeifion		Priory Street	Cardigan / Aberteifi	SA43 1BU									
1070	-4.6583739	52.0834004	Glyn Tivy		Priory Street	Cardigan / Aberteifi	SA43 1BU									
1071	-4.6584557	52.083414	Llwyn On		Priory Street	Cardigan / Aberteifi	SA43 1BU									
1072	-4.6602713	52.0800309		4	Castle Street	Cardigan / Aberteifi	SA43 3AB									
1073	-4.6601319	52.0800131		5	Castle Street	Cardigan / Aberteifi	SA43 3AB	Cyfreithwyr Welch & Co Solicitors						+44 1239 614070		
1074	-4.6600347	52.0798699		6	Castle Street	Cardigan / Aberteifi	SA43 3AB									
1075	-4.6599588	52.0798138		7	Castle Street	Cardigan / Aberteifi	SA43 3AB									
1076	-4.6598997	52.0797778		8	Castle Street	Cardigan / Aberteifi	SA43 3AB									
1077	-4.6598505	52.0797402		9	Castle Street	Cardigan / Aberteifi	SA43 3AB									
1078	-4.6597957	52.0796914		10	Castle Street	Cardigan / Aberteifi	SA43 3AB									
1079	-4.6608817	52.079901			Castle Street	Cardigan / Aberteifi	SA43 3AA									
1080	-4.6607142	52.0797217	Brooklyn Garage		Castle Street	Cardigan / Aberteifi	SA43 3AE	GT Tyres						+44 1239 612814	car_repair	
1081	-4.6609266	52.0797017		27	Castle Street	Cardigan / Aberteifi	SA43 3AE									
1082	-4.6610214	52.0796519		28	Castle Street	Cardigan / Aberteifi	SA43 3AE									
1083	-4.6610727	52.0796394	Afallon	29	Castle Street	Cardigan / Aberteifi	SA43 3AE									
1084	-4.6612359	52.0796149	Garden Cottage		Castle Street	Cardigan / Aberteifi	SA43 3AE									
1085	-4.660301	52.0801222						Cilfach Penbont			square					
1086	-4.657694	52.0827382	Llety		St Mary Street	Cardigan / Aberteifi	SA43 1DH									
1087	-4.6577464	52.0827083	Tŷ Ni		St Mary Street	Cardigan / Aberteifi	SA43 1DH									
1088	-4.6579113	52.0826693	Red Lion Inn		St Mary Street	Cardigan / Aberteifi	SA43 1DH	Red Lion Inn	Llew Coch							
1089	-4.6583816	52.0827407		23	Pwllhai	Cardigan / Aberteifi	SA43 1DD									
1090	-4.6583064	52.0827164		24	Pwllhai	Cardigan / Aberteifi	SA43 1DD									
1091	-4.658205	52.0827027		25	Pwllhai	Cardigan / Aberteifi	SA43 1DD									
1092	-4.6577633	52.0825542	Tŷ'r Santes Fair	1	Church Street	Cardigan / Aberteifi	SA43 1DJ							+44 1442 412230		
1093	-4.6576211	52.082576	Imperial House	2	Church Street	Cardigan / Aberteifi	SA43 1DJ									
1094	-4.6576896	52.082473		7	Church Street	Cardigan / Aberteifi	SA43 1DJ									
1095	-4.6570518	52.0824283		4	Church Street	Cardigan / Aberteifi	SA43 1DJ									
1096	-4.6571771	52.0824535		5	Church Street	Cardigan / Aberteifi	SA43 1DJ									
1097	-4.6572975	52.0824836		6	Church Street	Cardigan / Aberteifi	SA43 1DJ									
1098	-4.6564966	52.0823145	Caerhuan		Church Street	Cardigan / Aberteifi	SA43 1DJ									
1099	-4.6577086	52.08242		1	Gloster Row	Cardigan / Aberteifi	SA43 1DL									
1100	-4.6576474	52.0823917		2	Gloster Row	Cardigan / Aberteifi	SA43 1DL									
1101	-4.6576293	52.0823559		3	Gloster Row	Cardigan / Aberteifi	SA43 1DL									
1102	-4.6575961	52.0823226	Riverside	4	Gloster Row	Cardigan / Aberteifi	SA43 1DL									
1103	-4.6575749	52.082284	River View	5	Gloster Row	Cardigan / Aberteifi	SA43 1DL									
1104	-4.6577244	52.0822055	Teifi House		Gloster Row	Cardigan / Aberteifi	SA43 1DL									
1105	-4.6584411	52.082778		22	Pwllhai	Cardigan / Aberteifi	SA43 1DD									
1106	-4.6584994	52.0828258		22a	Pwllhai	Cardigan / Aberteifi	SA43 1DD									
1107	-4.6586319	52.0827553	Stable Cottage		Pwllhai	Cardigan / Aberteifi	SA43 1DD									
1108	-4.6589616	52.0817872	Pioneer Garage		Strand	Cardigan / Aberteifi	SA43 1EX	J&M Vehicle Repairs & Servicing						+44 1239 612716	car_repair	
1109	-4.6587318	52.0818955	The Boat House		Strand	Cardigan / Aberteifi	SA43 1EX	Cardigan Bay Active						+44 1239 612133		
1110	-4.6587356	52.0819652			Strand	Cardigan / Aberteifi	SA43 1EX									
1111	-4.6592495	52.0818618			Strand	Cardigan / Aberteifi	SA43 1EX									
1112	-4.659109	52.081956		13	Strand	Cardigan / Aberteifi	SA43 1EX									
1113	-4.6592943	52.0817314			Strand	Cardigan / Aberteifi	SA43 1EX									
1114	-4.6593343	52.0816449			Strand	Cardigan / Aberteifi	SA43 1EX									
1115	-4.6573793	52.0822999						Cardigan 2 Sewage Pumping Station	Gorsaf Bwmpio Carthion Cardigan 2							
1116	-4.6545496	52.0873495						Gwbert Road								
1117	-4.6609742	52.0823768		3-4	St. Mary Street	Cardigan / Aberteifi	SA43 1HA	Futureworks	Gwaith yn yr arfaeth					+44 1437 776437		https://www.pembrokeshire.gov.uk/apprenticeships-and-training/futureworks-work-programme
1118	-4.6608512	52.0824197		5	St. Mary Street	Cardigan / Aberteifi	SA43 1HA									
1119	-4.6607662	52.0824443		6	St. Mary Street	Cardigan / Aberteifi	SA43 1HA									
1120	-4.6606251	52.0824851		6A	St. Mary Street	Cardigan / Aberteifi	SA43 1HA	Fairstone Financial Management						+44 1239 800330		https://www.fairstone.co.uk/firms/fairstone-cardigan
1121	-4.6605191	52.0824973		6B	St. Mary Street	Cardigan / Aberteifi	SA43 1HA									
1122	-4.6512026	52.0868233	Cwmdingle		Bryn Hafod	Cardigan/Aberteifi	SA43 1NS									
